url,label,source,rationale,http_status,http_error,final_url,n_redirects,saas_interior,synthetic_patterns,recommendation,recommendation_reason
https://linear.app/inbox,TASK_COMPLETION,linear.app,Linear inbox — issue tracking workflow,200,,https://linear.app/inbox,0,False,,KEEP,http_200
https://linear.app/team/PROJ/active,TASK_COMPLETION,linear.app,Linear team active issues,200,,https://linear.app/team/PROJ/active,0,False,placeholder_PROJ,REPLACE,synthetic_pattern: placeholder_PROJ
https://outlook.live.com/mail/inbox,TASK_COMPLETION,outlook.live.com,Outlook personal email — in-flow comms,200,,https://outlook.live.com/mail/inbox,0,True,,REPLACE,saas_interior_subdomain (not in bid stream)
https://outlook.office.com/calendar/view/month,TASK_COMPLETION,outlook.office.com,Outlook calendar — scheduling tool,200,,https://outlook.office.com/calendar/view/month,0,True,,REPLACE,saas_interior_subdomain (not in bid stream)
https://teams.microsoft.com/_/conversations/General,TASK_COMPLETION,teams.microsoft.com,MS Teams channel — comms workflow,400,,https://teams.microsoft.com/_/conversations/General,0,True,,REPLACE,saas_interior_subdomain (not in bid stream)
https://onedrive.live.com/?id=root,TASK_COMPLETION,onedrive.live.com,OneDrive — file management,404,,https://login.live.com/login.srf?wa=wsignin1.0&rpsnv=193&ct=1777847408&rver=7.5.2146.0&wp=MBI_SSL&wreply=https%3A%2F%2Fonedrive.live.com%2F_forms%2Fdefault.aspx%3Fapr%3D1&lc=1033&id=250206&guests=1&wsucxt=1&cobrandid=11bd8083-87e0-41b5-bb78-0bc43c8a8e8a&aadredir=1,1,True,,REPLACE,saas_interior_subdomain (not in bid stream)
https://app.asana.com/0/projects/myproject,TASK_COMPLETION,asana.com,Asana project — task tracking,400,,https://app.asana.com/-/login?u=%2F0%2Fprojects%2Fmyproject,1,True,placeholder_myproject,REPLACE,synthetic_pattern: placeholder_myproject
https://app.asana.com/0/team/myteam/overview,TASK_COMPLETION,asana.com,Asana team overview,400,,https://app.asana.com/-/login?u=%2F0%2Fteam%2Fmyteam%2Foverview,1,True,placeholder_myteam,REPLACE,synthetic_pattern: placeholder_myteam
https://github.com/myorg/myrepo/pulls,TASK_COMPLETION,github.com,GitHub PRs — code-review workflow,404,,https://github.com/myorg/myrepo/pulls,0,False,placeholder_myorg;placeholder_myrepo,REPLACE,"synthetic_pattern: placeholder_myorg,placeholder_myrepo"
https://github.com/notifications,TASK_COMPLETION,github.com,GitHub notifications inbox,200,,https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fnotifications,1,False,,KEEP,http_200
https://www.hotwire.com/Hotels-Search?destination=Paris,TRANSACTIONAL_COMPARISON,hotwire.com,Hotwire hotel search (replaces expedia),404,,https://www.hotwire.com/Hotels-Search?destination=Paris,0,False,,REPLACE,http_404 (page not found)
https://www.hotwire.com/h12345.Hotel-Information,TRANSACTIONAL_COMPARISON,hotwire.com,Hotwire specific hotel — purchase-evaluation,200,,https://www.hotwire.com/San-Francisco-Hotels-Hilton-San-Francisco-Airport-Bayfront.h12345.Hotel-Information,1,False,placeholder_h12345,REPLACE,synthetic_pattern: placeholder_h12345
https://www.hotwire.com/Cars,TRANSACTIONAL_COMPARISON,hotwire.com,Hotwire car-rental search,200,,https://www.hotwire.com/car-rentals/,2,False,,KEEP,http_200
https://www.agoda.com/city/paris-fr.html,TRANSACTIONAL_COMPARISON,agoda.com,Agoda Paris hotel search (replaces booking),200,,https://www.agoda.com/city/paris-fr.html,0,False,,KEEP,http_200
https://www.agoda.com/search?city=Tokyo,TRANSACTIONAL_COMPARISON,agoda.com,Agoda Tokyo search results,200,,https://www.agoda.com/,1,False,,REPLACE,homepage_redirect (https://www.agoda.com/search?city=Tokyo → https://www.agoda.com/)
https://www.agoda.com/flights/from/JFK/to/CDG,TRANSACTIONAL_COMPARISON,agoda.com,Agoda flights — head-to-head,404,,https://www.agoda.com/pagenotfound.html,1,False,,REPLACE,http_404 (page not found)
https://www.ebay.com/sch/i.html?_nkw=business+laptop,TRANSACTIONAL_COMPARISON,ebay.com,eBay search results — comparison-shopping (replaces amazon),-1,timeout,,0,False,,REPLACE,http_error: timeout
https://www.ebay.com/itm/123456789,TRANSACTIONAL_COMPARISON,ebay.com,eBay item detail — purchase-evaluation,-1,timeout,,0,False,,REPLACE,http_error: timeout
https://www.ebay.com/c/12345-canon-camera,TRANSACTIONAL_COMPARISON,ebay.com,eBay product page — purchase-research,-1,timeout,,0,False,,REPLACE,http_error: timeout
https://www.trulia.com/for_sale/Manhattan-NY/,TRANSACTIONAL_COMPARISON,trulia.com,Trulia Manhattan listings — listing comparison (replaces zillow),403,,https://www.trulia.com/for_sale/Manhattan-NY/,0,False,,REVIEW,http_403 (auth/anti-bot — verify by hand)
https://www.trulia.com/p/ny/brooklyn/123-main-st-12345/,TRANSACTIONAL_COMPARISON,trulia.com,Trulia specific listing — purchase-evaluation,403,,https://www.trulia.com/p/ny/brooklyn/123-main-st-12345/,0,False,,REVIEW,http_403 (auth/anti-bot — verify by hand)
https://www.autotrader.com/cars-for-sale/toyota-camry,TRANSACTIONAL_COMPARISON,autotrader.com,AutoTrader model search — purchase-evaluation (replaces cars.com),200,,https://www.autotrader.com/cars-for-sale/toyota-camry,0,False,,KEEP,http_200
https://www.autotrader.com/cars-for-sale/honda,TRANSACTIONAL_COMPARISON,autotrader.com,AutoTrader Honda search — comparison,200,,https://www.autotrader.com/cars-for-sale/honda,0,False,,KEEP,http_200
https://www.carmax.com/cars/honda-civic,TRANSACTIONAL_COMPARISON,carmax.com,CarMax model search — comparison (replaces carvana),403,,https://www.carmax.com/cars/honda-civic,0,False,,REVIEW,http_403 (auth/anti-bot — verify by hand)
https://www.carmax.com/cars/ford-f-150,TRANSACTIONAL_COMPARISON,carmax.com,CarMax model search — comparison,403,,https://www.carmax.com/cars/ford-f-150,0,False,,REVIEW,http_403 (auth/anti-bot — verify by hand)
https://www.skyscanner.com/transport/flights/jfk/lhr,TRANSACTIONAL_COMPARISON,skyscanner.com,Skyscanner flight search — head-to-head,200,,https://www.skyscanner.com/sttc/px/captcha-v2/index.html?url=L3RyYW5zcG9ydC9mbGlnaHRzL2pmay9saHI/&uuid=a4b922af-473f-11f1-ac6c-446ee9fd6f3d&vid=,1,False,,KEEP,http_200
https://www.skyscanner.com/hotels/search?destination=Tokyo,TRANSACTIONAL_COMPARISON,skyscanner.com,Skyscanner hotel search,200,,https://www.skyscanner.com/sttc/px/captcha-v2/index.html?url=L2hvdGVscy9zZWFyY2g/ZGVzdGluYXRpb249VG9reW8=&uuid=a4b95406-473f-11f1-9a40-0734592da202&vid=,1,False,,KEEP,http_200
https://www.hotels.com/search.do?destination=Boston,TRANSACTIONAL_COMPARISON,hotels.com,Hotels.com Boston search,-1,"connection_error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))[:120]",,0,False,,REPLACE,"http_error: connection_error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))[:120]"
https://www.realtor.com/realestateandhomes-search/Brooklyn_NY,TRANSACTIONAL_COMPARISON,realtor.com,Realtor.com Brooklyn search,429,,https://www.realtor.com/realestateandhomes-search/Brooklyn_NY,0,False,,REVIEW,http_429 (auth/anti-bot — verify by hand)
https://www.realtor.com/realestateandhomes-detail/123-Main-St,TRANSACTIONAL_COMPARISON,realtor.com,Realtor.com specific listing,429,,https://www.realtor.com/realestateandhomes-detail/123-Main-St,0,False,placeholder_main_st,REPLACE,synthetic_pattern: placeholder_main_st
https://www.harpersbazaar.com/fashion/trends-2025,LEISURE_BROWSING,harpersbazaar.com,Harper's Bazaar fashion trends — lifestyle (replaces vogue),404,,https://www.harpersbazaar.com/fashion/trends-2025,0,False,,REPLACE,http_404 (page not found)
https://www.harpersbazaar.com/runway/spring-2025,LEISURE_BROWSING,harpersbazaar.com,Harper's Bazaar runway — lifestyle browsing,404,,https://www.harpersbazaar.com/runway/spring-2025,0,False,,REPLACE,http_404 (page not found)
https://www.harpersbazaar.com/beauty/skincare-routines,LEISURE_BROWSING,harpersbazaar.com,Harper's Bazaar beauty browsing,404,,https://www.harpersbazaar.com/beauty/skincare-routines,0,False,,REPLACE,http_404 (page not found)
https://www.esquire.com/style/menswear-trends-2025,LEISURE_BROWSING,esquire.com,Esquire menswear trends — lifestyle (replaces gq),404,,https://www.esquire.com/style/menswear-trends-2025,0,False,,REPLACE,http_404 (page not found)
https://www.esquire.com/lifestyle/grooming/best-skincare,LEISURE_BROWSING,esquire.com,Esquire grooming — lifestyle browsing,404,,https://www.esquire.com/lifestyle/grooming/best-skincare,0,False,,REPLACE,http_404 (page not found)
https://www.esquire.com/lifestyle/travel-guide-tokyo,LEISURE_BROWSING,esquire.com,Esquire travel guide — diffuse browsing,404,,https://www.esquire.com/lifestyle/travel-guide-tokyo,0,False,,REPLACE,http_404 (page not found)
https://www.messynessychic.com/articles/strangest-places-iceland,LEISURE_BROWSING,messynessychic.com,Messy Nessy Chic article — diffuse exploration (replaces atlasobscura),404,,https://www.messynessychic.com/articles/strangest-places-iceland,0,False,,REPLACE,http_404 (page not found)
https://www.messynessychic.com/curiosities/abandoned-japan,LEISURE_BROWSING,messynessychic.com,Messy Nessy Chic curiosities — exploration,404,,https://www.messynessychic.com/curiosities/abandoned-japan,0,False,,REPLACE,http_404 (page not found)
https://www.historytoday.com/civil-war-photos,LEISURE_BROWSING,historytoday.com,History Today browsing (replaces smithsonian),403,,https://www.historytoday.com/civil-war-photos,0,False,,REVIEW,http_403 (auth/anti-bot — verify by hand)
https://www.historytoday.com/great-painters,LEISURE_BROWSING,historytoday.com,History Today painters browsing,403,,https://www.historytoday.com/great-painters,0,False,,REVIEW,http_403 (auth/anti-bot — verify by hand)
https://www.cntraveler.com/galleries/best-spas-world,LEISURE_BROWSING,cntraveler.com,CN Traveler spa gallery — lifestyle,404,,https://www.cntraveler.com/galleries/best-spas-world,0,False,,REPLACE,http_404 (page not found)
https://www.cntraveler.com/story/where-to-eat-rome,LEISURE_BROWSING,cntraveler.com,CN Traveler Rome dining — lifestyle,404,,https://www.cntraveler.com/story/where-to-eat-rome,0,False,,REPLACE,http_404 (page not found)
https://www.nationalgeographic.com/travel/article/best-national-parks,LEISURE_BROWSING,nationalgeographic.com,Nat Geo travel — lifestyle browsing,404,,https://www.nationalgeographic.com/travel/article/best-national-parks,0,False,,REPLACE,http_404 (page not found)
https://www.nationalgeographic.com/animals/article/wildlife-photography,LEISURE_BROWSING,nationalgeographic.com,Nat Geo wildlife — diffuse browsing,404,,https://www.nationalgeographic.com/animals/article/wildlife-photography,0,False,,REPLACE,http_404 (page not found)
https://www.nationalgeographic.com/photography/photo-of-the-day,LEISURE_BROWSING,nationalgeographic.com,Nat Geo photo browsing,200,,https://www.nationalgeographic.com/photo-of-the-day,1,False,,KEEP,http_200
https://www.townandcountrymag.com/society/best-summer-parties,LEISURE_BROWSING,townandcountrymag.com,Town & Country society — lifestyle,200,,https://www.townandcountrymag.com/society/best-summer-parties,0,False,,KEEP,http_200
https://www.townandcountrymag.com/style/jewelry-watches,LEISURE_BROWSING,townandcountrymag.com,Town & Country style — lifestyle,200,,https://www.townandcountrymag.com/style/jewelry-watches,0,False,,KEEP,http_200
https://www.townandcountrymag.com/leisure/travel,LEISURE_BROWSING,townandcountrymag.com,Town & Country travel — lifestyle,200,,https://www.townandcountrymag.com/leisure/travel,0,False,,KEEP,http_200
https://www.afar.com/magazine/best-of-the-world/dining,LEISURE_BROWSING,afar.com,Afar dining — lifestyle browsing,404,,https://www.afar.com/magazine/best-of-the-world/dining,0,False,,REPLACE,http_404 (page not found)
https://www.afar.com/places/paris,LEISURE_BROWSING,afar.com,Afar Paris places — exploration,404,,https://www.afar.com/places/paris,0,False,,REPLACE,http_404 (page not found)
https://x.com/home,SOCIAL_CONSUMPTION,x.com,X (Twitter) home feed,403,,https://x.com/home,0,False,,REVIEW,http_403 (auth/anti-bot — verify by hand)
https://x.com/notifications,SOCIAL_CONSUMPTION,x.com,X notifications feed,403,,https://x.com/notifications,0,False,,REVIEW,http_403 (auth/anti-bot — verify by hand)
https://www.threads.net/,SOCIAL_CONSUMPTION,threads.net,Threads home feed,200,,https://www.threads.net/,0,False,,KEEP,http_200
https://www.threads.net/following,SOCIAL_CONSUMPTION,threads.net,Threads following feed,200,,https://www.threads.net/following,0,False,,KEEP,http_200
https://mastodon.social/explore,SOCIAL_CONSUMPTION,mastodon.social,Mastodon explore feed,200,,https://mastodon.social/explore,0,False,,KEEP,http_200
https://www.bsky.app/,SOCIAL_CONSUMPTION,bsky.app,Bluesky home feed,-1,"connection_error: HTTPSConnectionPool(host='www.bsky.app', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.bsky.app', port=443): Failed to resolve 'www.bsky.app' ([Errno 8] nodename nor servname provided, or not known)""))[:120]",,0,False,,REPLACE,"http_error: connection_error: HTTPSConnectionPool(host='www.bsky.app', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.bsky.app', port=443): Failed to resolve 'www.bsky.app' ([Errno 8] nodename nor servname provided, or not known)""))[:120]"
https://www.snapchat.com/discover,SOCIAL_CONSUMPTION,snapchat.com,Snapchat discover feed,200,,https://www.snapchat.com/discover,0,False,,KEEP,http_200
https://www.pinterest.com/feed,SOCIAL_CONSUMPTION,pinterest.com,Pinterest home feed,200,,https://www.pinterest.com/feed,0,False,,KEEP,http_200
https://www.pinterest.com/explore/home-decor,SOCIAL_CONSUMPTION,pinterest.com,Pinterest topic feed,200,,https://www.pinterest.com/ideas/home-decor/935249274030/,1,False,,KEEP,http_200
https://news.ycombinator.com/newest,SOCIAL_CONSUMPTION,news.ycombinator.com,HN newest feed,200,,https://news.ycombinator.com/newest,0,False,,KEEP,http_200
https://lobste.rs/,SOCIAL_CONSUMPTION,lobste.rs,Lobsters peer-driven feed,200,,https://lobste.rs/,0,False,,KEEP,http_200
https://discord.com/channels/12345/general,SOCIAL_CONSUMPTION,discord.com,Discord channel — peer-driven,200,,https://discord.com/channels/12345/general,0,True,placeholder_12345,REPLACE,synthetic_pattern: placeholder_12345
https://www.bbc.com/news/world,SOCIAL_CONSUMPTION,bbc.com,BBC world news feed,200,,https://www.bbc.com/news/world,0,False,,KEEP,http_200
https://www.bbc.com/sport,SOCIAL_CONSUMPTION,bbc.com,BBC sport feed,200,,https://www.bbc.com/sport,0,False,,KEEP,http_200
https://www.reuters.com/world,SOCIAL_CONSUMPTION,reuters.com,Reuters world news feed,200,,https://www.reuters.com/world/,1,False,,KEEP,http_200
https://www.reuters.com/business,SOCIAL_CONSUMPTION,reuters.com,Reuters business news feed,200,,https://www.reuters.com/business/,1,False,,KEEP,http_200
https://www.aljazeera.com/news,SOCIAL_CONSUMPTION,aljazeera.com,Al Jazeera news feed,200,,https://www.aljazeera.com/news,0,False,,KEEP,http_200
https://www.foxnews.com/,SOCIAL_CONSUMPTION,foxnews.com,Fox News home feed,200,,https://www.foxnews.com/,0,False,,KEEP,http_200
https://www.economist.com/news,SOCIAL_CONSUMPTION,economist.com,Economist news feed,403,,https://www.economist.com/news,0,False,,REVIEW,http_403 (auth/anti-bot — verify by hand)
https://www.theatlantic.com/,SOCIAL_CONSUMPTION,theatlantic.com,The Atlantic home feed,200,,https://www.theatlantic.com/,0,False,,KEEP,http_200
